Title,View Count,Published At,Tags
初めて日本に来た韓国人若者の本音を聴いて驚いた‼︎ 일본여행,3929227,2020-01-21T05:57:34Z,"['韓国人', '韓国人ユーチューバー', '日本に来て驚いた', '日本イメージ', '韓国人男子', '韓国文化', '文化の違い', '韓国語勉強', '韓国人YouTuber', '韓国人の本音', '韓国人の反応', '初めて日本', '韓国男子']"
일장기걸고 한국여행한 일본사람에게 생긴일.일본 네티즌의 경악!실시간일본반응,1549100,2020-01-01T03:30:26Z,"['일본불매운동반응', '일본', '불매운동일본반응', '해외반응', '아베 해외반응', '한일무역전쟁', '일본방송 불매운동', '일본방송 한류', '일본 불매운동', '일본 불매운동 일본반응', '일본경제보복', '일본불매 해외반응', 'samsung', '日本', '韓国貿易', '日韓貿易', '韓国旅行', '韓国 不買運動', '韓国 高校生', '韓国 輸出規制', '韓国 日本', '韓国 ラップ', 'アベヤメロ', '韓国', 'japan', 'japan live', 'japan travel', '아베', 'korea travel', 'korea', 'korea japan', 'trump', 'trump korea', 'abe', 'moon jae in', '트럼프', '일본무역보복', '일본무역전쟁', '도쿄', '도쿄여행', 'かんこ', '일본불매운동', '일본수출규제', '일본여행', '일본불매', '일본반응', '화이트리스트', 'tokyo olympic', '일본 방사능', '페페티비', 'pepetv', '일본경제', '도쿄올림픽', '일본여행보이콧', '한미방위비', '방위비', '미국', '방위비일본반응', '방위비해외반응', '여행자보험', '보험', '여행대출', '일본차', '자동차대출', '중국반응', '반응', '시사', '경제', '중국', '해외']"
일본 수학 여행에서 있었던 소름끼치는 실화 (무서움주의),900303,2020-01-08T12:00:02Z,[]
"일본어 회화 | 원어민 발음으로 알려주는 여행 일본어회화 몰아보기 📺 ㅣ해커스일본어 오오기, 일본어인강, 일본어강의, 해커스인강",752586,2020-01-24T06:00:06Z,"['일본어', '일본원어민', '여행일본어', '해커스일본어', '오오기', '히라가나', '일본어회화', '여행일본어회화']"
"한국의 반일운동, 일본인들의 놀라운 반응",638639,2020-01-11T04:00:00Z,"['일본반응', '일본 불매운동', '일본여행', '일본 먹방', '일본 여행', '일본 반응', '일본 문화', '반일운동', '반일감정', '반일불매운동', '반일민족주의', '반일 유튜버', '반일팔이', '반일 불매운동', '반일 국뽕', '반일 운동', '반일 일본인', '반일 한국인', '해외여행 브이로그', '해외여행 추천', '해외여행지 추천', '해외여행 준비물', '해외여행 vlog', '해외여행 꿀팁', '해외여행 처음', '해외여행 유튜버', '해외여행지', '해외여행 매너', '한국 일본', '한국 문화', '해외반응']"
내가 잘 몰랐던 일제강점기 모습들...[일본인 한국여행],2111366,2020-02-05T10:58:42Z,"['유이', '유이뿅', '유이짱', '일본인', '아프리카tv', '아프리카', 'bj', '먹방', '일본인bj', '일본인BJ유이뿅', '일본인bj유이뿅', '일본인Bj유이', '일본인bj유이', 'bj유이', 'bj유이뿅', 'BJ유이뿅', 'BJ유이', '여캠', '리카', 'bj리카', '일본인bj리카', '호미', '뿅유이', '마란스', '호미짱', '리카짱', 'bj호미', '日本語字幕', '韓国', 'ゆいぴょん', 'ゆい']"
삿포로에서의 소소한 일상 브이로그❄️ : 일본의 겨울 왕국에서의 3박 4일 여행☃️,1722406,2020-02-14T13:24:26Z,"['한일커플', '일본인 남자친구', '국제커플', '국제연애', '日韓カップル', '国際カップル', '国際恋愛', '韓国人彼女', '커플브이로그', '커플유튜브', 'トモトモ', 'zzangtomo', 'Interracial Couple', 'korean girlfriend', 'japanese boyfriend', '韓国人女性', '먹방', 'mukbang', '일본 일상', '東京ブイログ', '東京日常', '삿포로', '홋카이도 브이로그', '삿포로 브이로그', '삿포로 눈꽃축제', 'sapporo vlog', 'hokkaido', 'tomotomo', '札幌', '札幌日常', '北海道旅行']"
"[200문장반복듣기]현지인일본어회화,일본어기초회화필수문장 자동암기",1323153,2020-02-17T08:04:13Z,"['일본어회화', '일본어문장', '기초일본어', '韓国語勉強', '韓国語会話', '韓国語講座', '일본어문장반복', '일본어자동암기', '일본어회화반복']"
日本旅行にきた韓国人女性３人を密着取材してみたら面白すぎたwww/ 한국인 관광객이 생각하는 일본여행,1111875,2020-02-03T09:45:01Z,"['日本旅行', '韓国人観光客', '韓国人', '韓国', '日本旅行 韓国人', '日本旅行 外国人', '日本旅行 外国人 動画', '観光客 韓国', '観光客 外国人', '韓国人 日本旅行', '韓国人観光客 日本の印象', '韓国人観光客 激減', '韓国人 日本 インタビュー', '韓国人女性', '韓国人女性 日本旅行', '韓国人女性 日本', '韓国人彼氏', '韓国 観光客', '日本 韓国', '韓国人youtuber', '일본 워홀', '일본 여행', '후쿠오카', '日本', '일본여행 한국인', '한국인 일본여행']"
일본이 한국의 이것만큼은 절대 따라잡을수 없는 이유!(외국인들 일본여행 안가고 대한민국 오는 3가지 이유) 놀라운현재상황#해외반응,485171,2020-02-07T08:51:48Z,"['일본여행', '한국 와이파이', '대한민국', '트래블튜브', '삼성전자', '일본반응', '해외반응', '쓸모왕', '최고수익률', '가치왕', '풀앤푸시', '닥터시사', '페페티비']"
태국갔다가 사기 당했는데.. 나를 살려준 한국인 [일본인 여행],1283442,2020-03-25T10:42:29Z,"['유이', '유이뿅', '유이짱', '일본인', '아프리카tv', '아프리카', 'bj', '먹방', '일본인bj', '일본인BJ유이뿅', '일본인bj유이뿅', '일본인Bj유이', '일본인bj유이', 'bj유이', 'bj유이뿅', 'BJ유이뿅', 'BJ유이', '여캠', '리카', 'bj리카', '일본인bj리카', '호미', '뿅유이', '마란스', '호미짱', '리카짱', 'bj호미', '日本語字幕', '韓国', 'ゆいぴょん', 'ゆい']"
6년전에 엔젤님과 일본여행 했던 썰 - 왁굳의 노가리,937636,2020-03-19T13:00:07Z,"['우왁굳', '우왕굳', '우왁굳의게임방송', '왁두', '종합게임', '리그오브레전드', '롤', '스팀게임', '쿠소게임', '인디게임', '비디오게임', '레이싱게임', '레이스게임', '오버워치', '배틀그라운드', '배그', 'vr', '마인크래프트', '마크', 'vrchat', 'vr챗', '노가리', '썰', '일본', '여행', '일본여행', '엔젤', '엔젤님']"
初めて日本家庭の串揚げを食べて感動しました‼︎ 韓国人の反応⁇ 일본여행,258099,2020-03-18T10:56:28Z,"['串揚げ', '家庭串揚げ', '我が家の串揚げ', '関西串揚げ', '韓国人ユーチューバー', '韓国語勉強', '下町家庭', '日本家庭', '쿠시아게', '일본가정', '일본문화', '韓国人反応', 'japan trip', 'tokyo trip', 'japanese food', 'mukbang', 'asian food', 'japan culture', 'kushiage', 'japan home party', 'モッパン', '먹방']"
[국제커플/한일커플] 타코가 차까지 빌려온 일본여행 브이로그😎 데이트 하기 참 힘들다❣️ /사세보버거먹방여행기/sasebo hamburger/Vlog/,229235,2020-03-13T10:00:30Z,"['햄버거', '햄버거여행', '브이로그', '사세보여행', '나가사키여행', '후쿠오카']"
"[핫it슈] 국립발레단 최초 '해고' 나대한, 자가격리 무시하고 여자친구와 일본여행을 갔다?! (NO 이해) | 풍문으로 들었쇼",161736,2020-03-17T07:24:31Z,"['풍문으로들었쇼', '연예', '뉴스', '황민현', '뉴이스트', '청하', '이탈리아', '코로나', '아이유', '한예슬', '송혜교', '밀라노', '패션위크', '나대한', '발레', '변정수', '소독제']"
일본인 친구들의 한국여행 1-8편 몰아 보기/ 어서와 한국은 처음이지 컨셉/ 애니악TV,530601,2020-04-09T12:00:27Z,"['애니악', '어서와한국은', '어서와 한국은 처음이지', '한국여행', '외국인 한국여행', '일본인 한국여행', '외국인 한국 반응', '일본인 한국 반응', '애니악티비', '애니악TV', '애니악 한국여행', '애니악 서울여행', '외국인 서울여행', '일본인 서울여행']"
【日本旅行】新潟の秘湯!越後長野温泉「嵐渓荘」でゆったりデート【日韓カップル】,375464,2020-04-09T10:47:12Z,[]
너의 이름은 (君の名は) 일본 여배우와 함께하는 배경지여행  -도쿄편(Tokyo)-  [All - 4K],129469,2020-04-04T10:31:22Z,"['아프리카TV', '배우유민성', '민성', 'bj민성', '민짱테레비', '일본방송', '일본', '일본여자', '인터넷방송', '후쿠오카', '도쿄', '나고야', '미녀', '미소녀', '거리인터뷰', '야방', '일본예능', '일본아이돌', '일본연예인', '한국남자', '일본여행', '야외방송', '인터뷰', '명동', '오사카', '일본문화', '일본소식', '여행', '너의이름은', '애니메이션', '아무것도아니야', '전전전세', 'sparkle', '前前前世', '君の名は', '너의 이름은', '배우', '배경지', '신주쿠', 'shinjuku', 'yunika', 'vision', '도쿄올림픽', '미스게이오']"
아따맘마 여행편 모음,43575,2020-04-15T01:44:59Z,[]
(희귀영상) 일본여행 리즈시절 90년대 버블경제 도쿄 하라주쿠 오모테산도힐즈 예전 일본모습 Harajuku Omotesandohills 原宿 90年代ギャル 表参道ヒルズ 同潤会青山,40108,2020-04-17T17:45:54Z,"['일본리즈시절', '일본버블경제', '버블경제', '70년대일본', '도쿄일상', '희귀영상', '일본희귀영상', '超レア', '東京の日常', '도쿄', '리즈시절', 'oldtokyo', 'tokyo', 'oldjapan', 'japan', '1970s', '70s', '70sjapan', '60sjapan', '80sjapan', '80stokyo', '80년대일본', '90년대일본', 'バブル', '東京', 'バブル経済の東京', 'バブル経済', '60프레임', '일본hd', '1080p일본', '1080p', '일본예전모습', '일본리즈', '도쿄예전모습', 'バブル時代の東京の日常', 'バブル時代', 'japanese', 'japanesenostalgic', '일본생활', '도쿄생활', '하라주쿠', '하라주쿠90년대', '90년대하라주쿠', '버블경제이후', '하라주쿠예전모습', '하라주쿠역', '90년대하라주쿠역', '하라주쿠역예전', '하라주쿠예전', '原宿', '原宿9 0年代', '9 0年代ギャルファッション', 'ギャルファッション', 'ギャル', '表参道ヒルズ', '오모테산도힐즈', '오모테산도힐즈예전모습', '同潤会青山', '渋谷駅', '渋谷スクランブルスクエア', '渋谷', 'Shibuya Scramble Square', 'shibuya', '1980年代渋谷', '일본여행', '도쿄여행']"
일본 브이로그🏕 만 4살 아이와 후지산 가족 동계캠핑 | 도쿄 주부 육아맘 일상 | 역대급 분량 주의,1680735,2020-05-26T10:30:14Z,[]
일본 브이로그🗼 도쿄맘의 주부일상 | 긴자 문방구 #이토야,711612,2020-05-07T10:00:15Z,[]
eng)[국제커플]소소한 일본 일상 브이로그👫 : 전차 타고 다니며 소도시 근교 여행 in 에노시마 🚃,705497,2020-05-23T01:30:02Z,"['한일커플', '일본인 남자친구', '국제커플', '국제연애', '日韓カップル', '国際カップル', '国際恋愛', '韓国人彼女', '커플브이로그', '커플유튜브', 'トモトモ', 'zzangtomo', 'Interracial Couple', 'korean girlfriend', 'japanese boyfriend', '韓国人女性', 'mukbang', '일본 일상', 'international couple', '도쿄 일상', 'vlog', '일본 소도시', '에노시마', '가마쿠라', 'enoshima', 'kamakura', '江ノ島', '旅行', 'デート']"
"""한국 이정도 일줄이야.."" 현재 한국의 모습을 보자, 일본이 초토화된 이유",295915,2020-05-26T01:45:01Z,"['한국', '일본', '불매운동', '한국 일본', '일본 반응', '베트남', '베트남 반응', '일본 네티즌 반응', '경제', '한국 경제', '금융 위기', '경제 위기', '수출 규제', '미국']"
"""한국과 비교돼서 못살겠다!"" 전세계에서 등장하는 한국에 일본이 깜짝 놀라버린 이유",271469,2020-05-28T01:30:02Z,"['한국', '일본', '한국 일본', '일본 반응', '아베', '베트남', '베트남 반응', '수출 규제', '경제', '한국 경제', '경제 위기', '금융 위기', '미국', '한일 갈등']"
후쿠오카 여행ㅣ호텔보다 좋은 일본 넷카페 숙박하기,366369,2020-06-02T14:00:22Z,"['jm', '제이엠', '일본PC방', '일본넷카페', '후쿠오카', 'PC방숙박', '김천재', '캡슐호텔', '피방', '넷카페', 'ネットカフェ', '윤튜브', '윤서인 후쿠오카', 'Fukuoka', '피씨방', '후쿠오카여행', '후쿠오카 여행', 'Fukuoka travel', 'Japan travel']"
[오타쿠 일본 여행] 오사카 덴덴타운 카드샵을 가봤다!,275723,2020-06-27T00:00:07Z,"['유희왕', '유희왕 카드', '遊戯王', '遊戯王１万', '遊戯王10000', '카드 전시회', '전시회', '유희왕 전시회', '유희왕 이벤트', '비싼카드', '가장비싼카드', '신의 카드', '최강', '삼환신', '유희왕카드', '과거와 현재', '춘장덕후', '추억', '추억팔이', '카드게임', '빛의 창조신', '유희왕 최강', '도마이', '푸른 눈의 백룡', '팩깡', '부스터 팩', '유희왕 팩', '유희왕 부스터', '유희왕 추억', '조짱덕후', '디지몬', '디지몬 카드', '오메가몬', '알파몬', '일본 생활', '일본 유학', '유학 생활', '덴덴타운', '오사카', '일본 여행', '오사카 여행', '피규어', '오타쿠', '아키하바라', '메이드 카페', '카드샵']"
"이 영상을 보고 일본 여행 가서 열차 타면, 어쩐지 답답하게 느껴질 수도 있습니다.",43731,2020-06-21T23:15:00Z,['2020-06-13']
일본 여행 불매의 효과!! 드디어 나왔다 - 일상으로 변한 NO JAPAN의 위력!! 역시 대한민국 국민은 위대하다,41328,2020-06-20T01:45:06Z,[]
미스터트롯 장민호 아이넷과 떠나는 일본여행,38782,2020-06-14T13:37:53Z,"['미스터트롯', '트로트', '트로트투어', '내일은미스터트롯', '임영웅', '영탁', '이찬원', '김호중', '정동원', '김희재', '장민호', 'trottour', '김수찬', '영기']"
일본 브이로그🚙 하코네 가족여행 #01 | 도쿄 육아맘의 일상,628141,2020-07-30T10:00:13Z,[]
[한일부부] 우리…심각하게 일본 가는 걸 포기했습니다,152145,2020-07-16T11:49:09Z,"['여행유튜버', '여행크리에이터', '한일부부', '국제커플', '다낭여행', '크루즈', '인솔자', '가이드', '여행사', '관람차', '유원지', '해외여행', '무선마이크', '관광비자']"
심슨 - 일본여행 중 일왕을 쓰레기통에 쳐박은 호머,124837,2020-07-23T07:50:27Z,[]
【VLOG】힐링⁉️일본아저씨와 할머니의 주말 브이로그 ①편‼️료칸에 갔다왔어요‼️おばあさんと旅館に行きました。,93077,2020-07-30T09:32:43Z,"['일본인', '일본생활', '료칸', '먹방', '술방', '일본음식', 'mukbang', '장근석', 'Japanese food', 'ryokan', 'mukkbang']"
[일본여행 브이로그] 하나의 4박5일 도쿄여행 브이로그,83584,2020-07-05T11:17:48Z,"['일본여행', '하나라구', '일본브이로그', '여행영상', '여행브이로그', '도쿄브이로그']"
[요시무라야] 손님들 앞에서 직원을 패는 일본 라멘집 (한글자막),1561197,2020-08-21T03:00:18Z,"['라멘', '요리', '먹방', '음식', '일본', '일본요리', '여행', '맛집', '브이로그', '이에케', '이에케라멘', '요코하마', '도쿄', '일본여행', '오사카']"
오사카 쿄바시역 유흥가,1240253,2020-08-20T13:00:11Z,"['오사카', '쿄바시', '유흥가', '밤거리', '大阪', '京橋', 'osaka', 'kyobashi', 'night street']"
일본 브이로그🚙 하코네 가족여행 #03 조각의 숲 미술관 | 이로리 맛집 | 도쿄 주부 육아맘 일상,967840,2020-08-06T09:30:14Z,[]
일본 브이로그🚙 하코네 가족여행 #02 계곡 먹방 | 인생 맛집 뿌시기 | 감성 브이로그,503674,2020-08-02T08:00:14Z,[]
"코로나도 함께 여행갔나?…일본 여행 장려 한달, 확진자 2.4배↑ / KBS뉴스(News)",130326,2020-08-22T12:33:47Z,"['진자', '여행', '코로나', '일본', '장려', '신규', '수가', '기점', '폭증', '와중', '정부', '경비', '절반', '보조', '정책', '달동', '누적', '경기', '부양', '효과', '커녕', '지적', 'KBS', '뉴스', '뉴스9']"
무라카미 하루키가 사랑한 우동집_일본 3대 우동 여행  (KBS_2018.07.28 방송),1069932,2020-09-02T08:00:11Z,"['해외여행', '관광', '외국여행', '자유여행', '여행지추천', '명소', '관광지', '해외영상', '걸어서세계속으로', '세상은넓다', 'tour', '투어', 'tourism', 'trip', '테마기행', '걸세']"
Vlog｜일본여행 브이로그 #1 교토편,746203,2020-09-25T12:23:39Z,"['vlog', '아라시야마', '후시미이나리', '교토', '오사카', '유카타', '여행브이로그']"
"코로나 중증 원인 찾아냈다. 해결 실마리. 일본이 장악했던 고정밀 제품 국산화 성공, 궁극의 태양광기술 한국이 해결, 00반도체에서 특허 승소로 상대 영구판매금지시켜",178784,2020-09-25T09:56:04Z,"['인터페론', '서울반도체', '두산공작기계', '지그센터', '일본', '수입대체효과', '국산화성공', '태양광판넬', '페로브스카이트', '태양전지']"
"(ENG/JP)일본 브이로그 | 가마쿠라 1박 여행, 슬램덩크 배경지와 유이가하마 해변, hotel aiaoi, 가마쿠라 카페투어",154604,2020-09-16T11:30:00Z,"['일본브이로그', '도쿄브이로그', '일본일상', '도쿄일상', '직장인일상', '여름휴가', '랜선여행', '가마쿠라여행', '바다여행', '카페투어']"
도쿄 나카메구로 랜선 걷기🚶🏻‍♀️일본 여행이 그리울때 보세요,116981,2020-09-13T12:17:10Z,"['도쿄', '도쿄일상', '일본', '일본일상', '직장인', '일상', '브이로그', 'vlog', '도쿄 일상', '일본 일상', '도쿄 브이로그', '일본 브이로그', '에비스', '남자', '나카메구로', '걷기', '中目黒', '歩き', '걸어서 세계속으로', 'walk', '4k', 'nakameguro']"
일본 브이로그 🍱 마트 장보고 감자탕 만들기 | 도쿄 맛집 | 귀여움 가득 잡화 구경,638674,2020-10-22T09:34:46Z,[]
일본 브이로그🗼 랜선여행 | 미슐랭 도쿄 맛집 | 오다이바 팀랩 전시회 | 육아맘 일상,356830,2020-10-28T10:09:19Z,[]
그녀와 제주도 여행 feat. 신라스테이,157032,2020-10-29T15:47:57Z,[]
도쿄 시부야 랜선 걷기 🐕  일본 여행 못해도 걸을순 있어요,140242,2020-10-27T09:15:01Z,"['도쿄', '도쿄일상', '일본', '일본일상', '직장인', '일상', '브이로그', 'vlog', '도쿄 일상', '일본 일상', '도쿄 브이로그', '일본 브이로그', '남자', '韓国人', '韓国', '東京の韓国人', '랜선 걷기', '랜선 여행', '걷기', '산책', '시부야', 'walking', 'walk', 'tokyo', 'japan', 'night', 'shibuya']"
작년 일본여행영상 이제야 올려봅니다.. 다같이 랜선여행 ♡,122135,2020-10-12T12:30:05Z,"['일본', '랜선여행', '일본여행', '여행', 'tokyo', '도쿄', '도쿄여행']"
"𝙅-𝙥𝙤𝙥🍑 당신이 좋아할 감성 일본노래 𝐩𝐥𝐚𝐲𝐥𝐢𝐬𝐭 | 잔잔, 어쿠스틱, 우타이테",2632368,2020-11-19T23:43:44Z,"['새벽에 듣기 좋은 우타이테', '밤에 듣기 좋은 우타이테', '새벽에 듣기 좋은 jpop', '우타이테', '일본 노래 추천', '잔잔한 jpop', 'jpop추천', '겨울에 듣기 좋은 jpop', '겨울에 듣기 좋은', 'jpop 플레이리스트', '감성 jpop', 'j pop 모음', '제쿠로', 'me me she', '저녁에 듣기 좋은', '제이팝', '너의 이름은ost', '너의 이름은', '잠이 드는 거리', 'jpop', 'jpop playlist']"
일본에서 알바 하던 곳 구글어스로 찾아가기 - 왁굳의 노가리,826860,2020-11-20T18:15:03Z,"['우왁굳', '우왕굳', '우왁굳의게임방송', '왁두', '종합게임', '리그오브레전드', '스팀게임', '쿠소게임', '인디게임', '비디오게임', '레이싱게임', '레이스게임', '오버워치', '배틀그라운드', '배그', 'vr', '마인크래프트', '마크', 'vrchat', 'vr챗', '노가리', '일본', '알바']"
제카툰]일본 여행 상편,241986,2020-11-07T05:00:11Z,"['제카', '제카툰', '썰툰', '더빙툰', '영상툰', '제카y', '버프툰', '웹툰더빙', '웹툰', 'nc', '트린다미어', '트린충']"
손흥민과 일본 여행...? 왼쪽 공격수 최고 중 한 명이라고 극찬하는 에릭 다이어ㄷㄷㄷ,224066,2020-11-30T00:00:19Z,"['#다이어인터뷰', '#손흥민인터뷰', '#손흥민', '#손흥민다이어', '#토트넘', '#토트넘인터뷰']"
제카툰]일본 여행 하편,168126,2020-11-14T05:00:04Z,"['제카', '제카툰', '썰툰', '더빙툰', '영상툰', '제카y', '버프툰', '웹툰더빙', '웹툰', 'nc', '트린다미어', '트린충']"
일본 여행 다녀왔습니다...ㅎㅎ,478922,2020-12-08T11:15:04Z,"['배말랭', '별다먹', '헌터퐝', '흙수저', '백수', '자취', '핫소스', '생존', '수빙수', '특이한', '초간단', '저렴한', '맛있는', '배씨표류기', '원룸', '베란다', '월세5만원', '배건우', '무말랭', '일본', '여행', '코다츠', '온천', '오니기리']"
"혼자 교토 vlog : ep.1 / 또 혼자 해외여행 나는야 만렙러!!, 교토숙소, 소우소우, 사라사커피, 블루보틀, 가츠규",219560,2020-12-09T13:31:37Z,[]
이시국에 일본여행이요?? 국내에서 즐기는 료칸여행. 프라이빗하게 코로나에 안전하게양평길조호텔 1박후기 형이알려줄게,15738,2020-12-23T03:03:11Z,"['여행', '국내여행', '프라이빗', '호텔', '양평', '경기도여행', '료칸', '국내료칸', '호캉스']"
일본 여행 브이로그 ㅣ 아오모리 1편,6082,2020-12-01T06:29:44Z,"['일본 여행', '아오모리']"
"[VLOG] 오타쿠 일본여행  2일차 브이로그 / 가와고에, 요코하마 차이나타운, 라면박물관 / 설명참조 [마왕]",5726,2020-12-06T12:00:03Z,"['일본여행', '브이로그', '여행', '코로나', '칩거', '브이로그 일상', '브이로그 브금', '브이로그 학생', '브이로그 찍는법', '브이로그 먹방', '브이로그 대학생', '브이로그 카메라', '브이로그 편집', '브이로그 bgm', '브이로그 인트로', '여행 유투버', '일본여행 브이로그', '일본 여행 vlog', '일본 여행지 추천', '일본 여행 먹방', '일본 여행 노래', '일본 여행지', '일본 여행 유튜버', '오타쿠 여행', '오타쿠', '만화', '애니메이션']"
